0.446,0.9,0.7
0.437837,0.889172,0.737672
0.416216,0.857056,0.760656
0.385439,0.804204,0.768904
0.349808,0.731168,0.762368
0.313625,0.6385,0.741
0.281192,0.526752,0.704752
0.256811,0.396476,0.653576
0.244784,0.248224,0.587424
0.249413,0.082548,0.506248
0.275,-0.1,0.41
